"","ID","Status","Name","Locus.Tag","NCBI.Acc..","Paralog..","Expr.Sig","SeqType"
"165","CONTIG13674",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866382",1,"010","CONTIG"
"166","CONTIG09259",3,"Aedes aegypti AAEL006567-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652043",1,"010","CONTIG"
"167","CONTIG15548",3,"Aedes aegypti AAEL001296-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652969",1,"010","CONTIG"
"168","CONTIG12142",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001851174",1,"001","CONTIG"
"169","CONTIG20865",3,"Aedes aegypti AAEL010488-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654556",1,"010","CONTIG"
"170","CONTIG19308",3,"Aedes aegypti AAEL007787-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658603",1,"101","CONTIG"
"171","CONTIG15024",2,"Anopheles gambiae str. PEST AGAP005471-PA (AgaP_AGAP005471) mRNA, complete cds","AgaP_AGAP005471","XM_315475",0,"001","CONTIG"
"172","CONTIG03542",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862228",0,"X01","CONTIG"
"173","CONTIG00015",2,"Anopheles gambiae str. PEST AGAP006038-PA (AgaP_AGAP006038) mRNA, complete cds","AgaP_AGAP006038","XM_316086",0,"011","CONTIG"
"174","CONTIG22374",3,"Aedes aegypti AAEL003532-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656860",1,"X01","CONTIG"
"175","CONTIG05371",2,"Aedes aegypti AAEL001683-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659895",0,"001","CONTIG"
"176","CONTIG09130",2,"Culex quinquefasciatus pupal cuticle protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849907",0,"X01","CONTIG"
"177","CONTIG04127",2,"Aedes aegypti AAEL006895-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652250",0,"X10","CONTIG"
"178","CONTIG06929",3,"Culex quinquefasciatus brain chitinase and chia, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862366",1,"X01","CONTIG"
"179","CONTIG17124",2,"Aedes aegypti AAEL009337-RA (AAEL801143), partial mRNA","AAEL801143","XM_001653738",0,"X01","CONTIG"
"180","CONTIG20541",2,"Aedes aegypti AAEL003112-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663182",0,"010","CONTIG"
"181","CONTIG08608",2,"Aedes aegypti AAEL005053-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650260",0,"X10","CONTIG"
"182","CONTIG17154",2,"Aedes aegypti AAEL001708-RA (AAEL801242), mRNA","AAEL801242","XM_001653794",0,"010","CONTIG"
"183","CONTIG16501",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861513",0,"X01","CONTIG"
"184","CONTIG02556",3,"Aedes aegypti AAEL001691-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659903",1,"X10","CONTIG"
"185","CONTIG02475",2,"Aedes aegypti AAEL001767-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653934",0,"011","CONTIG"
"186","CONTIG02476",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846412",0,"010","CONTIG"
"187","CONTIG01201",2,"Aedes aegypti AAEL012401-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662493",0,"X10","CONTIG"
"188","CONTIG12386",3,"Culex quinquefasciatus cuticle protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866394",1,"X01","CONTIG"
"189","CONTIG12090",2,"PREDICTED: Halyomorpha halys fibroin heavy chain-like (LOC106679084), transcript variant X1, mRNA","LOC106679084","XM_014418038",0,"010","CONTIG"
"190","CONTIG13168",2,"Aedes aegypti AAEL004862-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649835",0,"010","CONTIG"
"191","CONTIG01679",2,"Aedes aegypti AAEL001792-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660349",0,"X10","CONTIG"
"192","CONTIG14552",2,"Culex quinquefasciatus pyruvate dehydrogenase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845924",0,"X01","CONTIG"
"193","CONTIG10930",2,"Aedes aegypti AAEL003063-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663021",0,"X01","CONTIG"
"194","CONTIG10792",2,"Aedes aegypti AAEL002972-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656184",0,"X01","CONTIG"
"195","CONTIG03439",3,"Aedes aegypti AAEL012247-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662297",2,"010","CONTIG"
"196","CONTIG14407",2,"Anopheles gambiae str. PEST AGAP004263-PA (AgaP_AGAP004263) mRNA, complete cds","AgaP_AGAP004263","XM_313181",0,"010","CONTIG"
"197","CONTIG09020",2,"Lottia gigantea hypothetical protein partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_009061196",0,"X10","CONTIG"
"198","CONTIG24113",2,"PREDICTED: Ceratitis capitata Zinc finger C2HC domain-containing protein 1C (LOC101449949), transcript variant X1, mRNA","LOC101449949","XM_004530627",0,"X10","CONTIG"
"199","CONTIG17309",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001858945",0,"101","CONTIG"
"200","CONTIG15700",2,"Aedes aegypti AAEL015059-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650389",0,"010","CONTIG"
"201","CONTIG22394",2,"Anopheles gambiae str. PEST AGAP000880-PC (AgaP_AGAP000880) mRNA, complete cds","AgaP_AGAP000880","XM_003437076",0,"101","CONTIG"
"202","F5BTJ3O01EAJXE",3,"Drosophila willistoni GK25464 (Dwil\GK25464), mRNA","Dwil\GK25464","XM_002070804",2,"010","SINGLETON"
"203","CONTIG01589",2,"Anopheles gambiae str. PEST AGAP003860-PB (AgaP_AGAP003860) mRNA, complete cds","AgaP_AGAP003860","XM_003436589",0,"X01","CONTIG"
"204","CONTIG10317",3,"Aedes aegypti AAEL001038-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657815",1,"101","CONTIG"
"205","CONTIG16783",2,"Aedes aegypti AAEL011045-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661268",0,"001","CONTIG"
"206","CONTIG00583",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866018",0,"101","CONTIG"
"207","CONTIG18892",2,"Aedes aegypti AAEL017132-RA (LYSC4), partial mRNA","LYSC4","XM_011495224",0,"010","CONTIG"
"208","CONTIG09415",2,"Culex quinquefasciatus lysozyme c-4, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001858388",0,"010","CONTIG"
"209","CONTIG18461",2,"PREDICTED: Stomoxys calcitrans zinc finger protein 287 (LOC106082464), transcript variant X1, mRNA","LOC106082464","XM_013244979",0,"X10","CONTIG"
"210","CONTIG12171",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848927",0,"101","CONTIG"
"211","CONTIG14464",3,"Aedes aegypti AAEL011054-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661278",1,"010","CONTIG"
"212","CONTIG18037",2,"PREDICTED: Tribolium castaneum transmembrane protein 208 (LOC659161), mRNA","LOC659161","XM_965488",0,"010","CONTIG"
"213","CONTIG00549",2,"Anopheles gambiae str. PEST AGAP012078-PA (AgaP_AGAP012078) mRNA, complete cds","AgaP_AGAP012078","XM_320450",0,"X01","CONTIG"
"214","CONTIG19956",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868189",0,"X01","CONTIG"
"215","CONTIG17366",3,"Aedes aegypti AAEL000263-RA (JING_AEDAE), partial mRNA","JING_AEDAE","XM_001654710",1,"X01","CONTIG"
"216","CONTIG17638",3,"Aedes aegypti AAEL012106-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655814",1,"011","CONTIG"
"217","CONTIG12785",2,"Culex quinquefasciatus 60S ribosomal protein L10a, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842887",0,"010","CONTIG"
"218","CONTIG03864",2,"Aedes aegypti AAEL013221-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656455",0,"010","CONTIG"
"219","F5BTJ3O01EMRED",3,"PREDICTED: Halyomorpha halys uncharacterized LOC106687487 (LOC106687487), mRNA","LOC106687487","XM_014431407",2,"X01","SINGLETON"
"220","F5BTJ3O01D7P1W",3,"Aedes aegypti AAEL001716-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653774",2,"X10","SINGLETON"
"221","F5BTJ3O02ID2KD",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862770",3,"011","SINGLETON"
"222","F5BTJ3O01BSP0R",3,"Aedes aegypti AAEL002037-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660681",2,"011","SINGLETON"
"223","CONTIG03735",3,"Aedes aegypti AAEL013228-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663360",1,"011","CONTIG"
"224","CONTIG06069",3,"Culex quinquefasciatus otoferlin, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001858763",1,"X01","CONTIG"
"225","CONTIG17065",2,"Anopheles gambiae str. PEST AGAP000389-PA (AgaP_AGAP000389) mRNA, complete cds","AgaP_AGAP000389","XM_310715",0,"X01","CONTIG"
"226","CONTIG18690",2,"Aedes aegypti AAEL000273-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654728",0,"X10","CONTIG"
"227","CONTIG19268",2,"Aedes aegypti AAEL009278-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653731",0,"010","CONTIG"
"228","CONTIG16372",2,"Anopheles gambiae str. PEST AGAP003702-PA (AgaP_AGAP003702) mRNA, complete cds","AgaP_AGAP003702","XM_313494",0,"X01","CONTIG"
"229","CONTIG16844",2,"Aedes aegypti AAEL013367-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663455",0,"X01","CONTIG"
"230","F5BTJ3O02JN985",3,"Aedes aegypti AAEL005175-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650448",2,"101","SINGLETON"
"231","CONTIG06791",2,"PREDICTED: Bactrocera cucurbitae probable Golgi SNAP receptor complex member 2 (LOC105214895), mRNA","LOC105214895","XM_011188587",0,"010","CONTIG"
"232","CONTIG05727",2,"Anopheles gambiae str. PEST AGAP004644-PA (AgaP_AGAP004644) mRNA, complete cds","AgaP_AGAP004644","XM_315161",0,"010","CONTIG"
"233","CONTIG03469",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001867927",0,"010","CONTIG"
"234","CONTIG06340",2,"PREDICTED: Bactrocera oleae protein drumstick (LOC106623997), transcript variant X1, mRNA","LOC106623997","XM_014243652",0,"011","CONTIG"
"235","CONTIG03758",2,"Aedes aegypti AAEL011776-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661853",0,"101","CONTIG"
"236","CONTIG01909",3,"Culex quinquefasciatus cytochrome P450 52A5, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001855170",1,"X10","CONTIG"
"237","CONTIG04034",2,"Aedes aegypti AAEL014614-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649057",0,"X10","CONTIG"
"238","CONTIG07761",2,"Aedes aegypti AAEL007302-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652587",0,"101","CONTIG"
"239","CONTIG11957",2,"Anopheles gambiae str. PEST AGAP006656-PB (AgaP_AGAP006656) mRNA, partial cds","AgaP_AGAP006656","XM_001688893",0,"X01","CONTIG"
"240","CONTIG06416",2,"Culex quinquefasciatus polyA-binding protein interacting protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844060",0,"101","CONTIG"
"241","CONTIG14634",2,"Aedes aegypti AAEL002550-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655551",0,"101","CONTIG"
"242","CONTIG05549",2,"PREDICTED: Halyomorpha halys equilibrative nucleoside transporter 1 (LOC106686045), transcript variant X1, mRNA","LOC106686045","XM_014429145",0,"X01","CONTIG"
"243","CONTIG10939",2,"Aedes aegypti AAEL012135-RB (GALE2), partial mRNA","GALE2","XM_001655820",0,"010","CONTIG"
"244","CONTIG12955",2,"Aedes aegypti AAEL012555-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662646",0,"001","CONTIG"
"245","CONTIG05281",2,"Anopheles gambiae str. PEST AGAP000645-PA (AgaP_AGAP000645) mRNA, complete cds","AgaP_AGAP000645","XM_559278",0,"X10","CONTIG"
"246","F5BTJ3O02H1FCQ",2,"Helobdella robusta hypothetical protein partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_009032173",0,"010","SINGLETON"
"247","CONTIG10186",2,"PREDICTED: Bactrocera dorsalis zinc finger BED domain-containing protein 1-like (LOC105233117), mRNA","LOC105233117","XM_011215081",0,"101","CONTIG"
"248","CONTIG06004",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001859378",0,"X10","CONTIG"
"249","CONTIG12062",2,"Aedes aegypti AAEL005951-RB partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651668",0,"010","CONTIG"
"250","CONTIG14357",2,"Aedes aegypti AAEL001745-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660205",0,"X01","CONTIG"
"251","CONTIG06392",2,"Aedes aegypti AAEL009288-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659854",0,"010","CONTIG"
"252","CONTIG18526",3,"Aedes aegypti AAEL013863-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663991",1,"010","CONTIG"
"253","CONTIG19595",2,"Anopheles gambiae str. PEST AGAP005562-PA (AgaP_AGAP005562) mRNA, complete cds","AgaP_AGAP005562","XM_315566",0,"010","CONTIG"
"254","CONTIG18681",2,"Culex quinquefasciatus pupal cuticle protein 78E, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001851195",0,"010","CONTIG"
"255","CONTIG11115",2,"Aedes aegypti AAEL004745-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649667",0,"010","CONTIG"
"256","CONTIG10896",2,"Culex quinquefasciatus structural contituent of cuticle, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863854",0,"010","CONTIG"
"257","CONTIG20858",2,"Aedes aegypti AAEL014572-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649000",0,"101","CONTIG"
"258","CONTIG06809",2,"PREDICTED: Bactrocera cucurbitae tetraspanin-13 (LOC105213498), mRNA","LOC105213498","XM_011186374",0,"101","CONTIG"
"259","CONTIG15246",3,"Aedes aegypti AAEL012627-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662701",1,"X10","CONTIG"
"260","CONTIG12427",2,"Aedes aegypti AAEL004149-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648553",0,"101","CONTIG"
"261","CONTIG18944",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866927",0,"011","CONTIG"
"262","F5BTJ3O01CC785",3,"Aedes aegypti AAEL009915-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654051",1,"X10","SINGLETON"
"263","CONTIG06260",2,"Culex quinquefasciatus rootletin, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843202",0,"010","CONTIG"
"264","CONTIG06839",2,"PREDICTED: Diaphorina citri zinc finger protein 493-like (LOC103517284), partial mRNA","LOC103517284","XM_008482307",0,"101","CONTIG"
"265","F5BTJ3O02IGPGU",3,"Aedes aegypti AAEL013398-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663530",2,"010","SINGLETON"
"266","CONTIG03998",2,"Aedes aegypti AAEL003184-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656470",0,"101","CONTIG"
"267","CONTIG22074",2,"Aedes aegypti AAEL014369-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648570",0,"X01","CONTIG"
"268","CONTIG00764",2,"Culex quinquefasciatus angiopoietin-1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847810",0,"010","CONTIG"
"269","F5BTJ3O01DJHH5",3,"Aedes aegypti AAEL014625-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649100",1,"101","SINGLETON"
"270","CONTIG03150",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845088",1,"010","CONTIG"
"271","CONTIG17467",3,"Aedes aegypti AAEL007692-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658535",1,"X10","CONTIG"
"272","CONTIG14328",2,"PREDICTED: Nasonia vitripennis uncharacterized LOC100124222 (LOC100124222), mRNA","LOC100124222","XM_001608084",0,"100","CONTIG"
"273","CONTIG10403",2,"Aedes aegypti AAEL000313-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655472",0,"010","CONTIG"
"274","CONTIG03911",2,"Aedes aegypti AAEL006535-RA (AAEL801211), mRNA","AAEL801211","XM_001651960",0,"XX1","CONTIG"
"275","CONTIG04155",2,"Aedes aegypti AAEL004242-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648687",0,"X01","CONTIG"
"276","CONTIG01254",3,"Aedes aegypti AAEL004242-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648687",1,"101","CONTIG"
"277","CONTIG14742",3,"Aedes aegypti AAEL012859-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662968",1,"010","CONTIG"
"278","CONTIG02312",2,"Aedes aegypti AAEL004680-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649527",0,"101","CONTIG"
"279","CONTIG04141",3,"Aedes aegypti AAEL009193-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659761",1,"101","CONTIG"
"280","CONTIG02242",2,"Aedes aegypti AAEL009660-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660240",0,"X01","CONTIG"
"281","CONTIG10327",2,"Aedes aegypti AAEL008275-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659031",0,"010","CONTIG"
"282","CONTIG16830",2,"Aedes aegypti AAEL006536-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651996",0,"X10","CONTIG"
"283","CONTIG21596",2,"Anopheles gambiae str. PEST AGAP010181-PA (AgaP_AGAP010181) mRNA, partial cds","AgaP_AGAP010181","XM_001689133",0,"010","CONTIG"
"284","CONTIG17689",3,"Culex quinquefasciatus wd-repeat protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869576",1,"010","CONTIG"
"285","CONTIG24125",2,"Aedes aegypti AAEL015223-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001647753",0,"010","CONTIG"
"286","CONTIG12558",2,"Aedes aegypti AAEL007101-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658069",0,"010","CONTIG"
"287","F5BTJ3O02F7E4P",3,"PREDICTED: Acyrthosiphon pisum zinc finger protein 2 homolog (LOC100163406), mRNA","LOC100163406","XM_003247074",3,"101","SINGLETON"
